Associated Gene Name	Description	Gene Biotype
LPPR5	Lipid phosphate phosphatase-related protein type 5	protein_coding
KIAA0556	KIAA0556	protein_coding
PIGU	phosphatidylinositol glycan anchor biosynthesis, class U	protein_coding
ADAP2	ArfGAP with dual PH domains 2	protein_coding
DDC	dopa decarboxylase (aromatic L-amino acid decarboxylase)	protein_coding
RP4-788L13.1	Lipid phosphate phosphatase-related protein type 4	protein_coding
EIF3D	eukaryotic translation initiation factor 3, subunit D	protein_coding
TMEM151B	transmembrane protein 151B	protein_coding
PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11	protein_coding
RNF135	ring finger protein 135	protein_coding
ZDHHC24	zinc finger, DHHC-type containing 24	protein_coding
BICD1	bicaudal D homolog 1 (Drosophila)	protein_coding
RNF39	ring finger protein 39	protein_coding
CLP1	CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)	protein_coding
ACTN3	actinin, alpha 3	polymorphic_pseudogene
MYLPF	myosin light chain, phosphorylatable, fast skeletal muscle	protein_coding
LTA	lymphotoxin alpha (TNF superfamily, member 1)	protein_coding
PALMD	palmdelphin	protein_coding
GATSL2	GATS protein-like 2	protein_coding
TRIM31	tripartite motif containing 31	protein_coding
DPCR1	diffuse panbronchiolitis critical region 1	protein_coding
PSMA8	proteasome (prosome, macropain) subunit, alpha type, 8	protein_coding
GPR141	G protein-coupled receptor 141	protein_coding
YEATS4	YEATS domain containing 4	protein_coding
RP5-1142A6.3		antisense
OR8S1	olfactory receptor, family 8, subfamily S, member 1	protein_coding
CCRL2	chemokine (C-C motif) receptor-like 2	protein_coding
TAF4B	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	protein_coding
BIRC3	baculoviral IAP repeat containing 3	protein_coding
NF1	neurofibromin 1	protein_coding
LALBA	lactalbumin, alpha-	protein_coding
TP53INP2	tumor protein p53 inducible nuclear protein 2	protein_coding
PHACTR2	phosphatase and actin regulator 2	protein_coding
KRT84	keratin 84	protein_coding
C6orf15	chromosome 6 open reading frame 15	protein_coding
ZNF48	zinc finger protein 48	protein_coding
GALE	UDP-galactose-4-epimerase	protein_coding
NCOA6	nuclear receptor coactivator 6	protein_coding
SON	SON DNA binding protein	protein_coding
TRIM73	tripartite motif containing 73	protein_coding
PSORS1C1	psoriasis susceptibility 1 candidate 1	protein_coding
MGLL	monoglyceride lipase	protein_coding
TNF	tumor necrosis factor	protein_coding
KRT82	keratin 82	protein_coding
MRAP2	melanocortin 2 receptor accessory protein 2	protein_coding
XXbac-BPG246D15.8		processed_transcript
CACNG2	calcium channel, voltage-dependent, gamma subunit 2	protein_coding
ZDHHC5	zinc finger, DHHC-type containing 5	protein_coding
GGT7	gamma-glutamyltransferase 7	protein_coding
TRIM40	tripartite motif containing 40	protein_coding
MSH5	mutS homolog 5 (E. coli)	protein_coding
AC010240.3		pseudogene
VARS	valyl-tRNA synthetase	protein_coding
FRS2	fibroblast growth factor receptor substrate 2	protein_coding
LTF	lactotransferrin	protein_coding
TP53I11	tumor protein p53 inducible protein 11	protein_coding
IFT27	intraflagellar transport 27 homolog (Chlamydomonas)	protein_coding
IQCG	IQ motif containing G	protein_coding
LTB	lymphotoxin beta (TNF superfamily, member 3)	protein_coding
KCTD1	potassium channel tetramerisation domain containing 1	protein_coding
ZNF366	zinc finger protein 366	protein_coding
SLC23A1	solute carrier family 23 (nucleobase transporters), member 1	protein_coding
MRPS18B	mitochondrial ribosomal protein S18B	protein_coding
AQP4	aquaporin 4	protein_coding
TRIM10	tripartite motif containing 10	protein_coding
MCART6	mitochondrial carrier triple repeat 6	protein_coding
FGFBP3	fibroblast growth factor binding protein 3	protein_coding
CHST9	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9	protein_coding
CHST4	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4	protein_coding
THAP9	THAP domain containing 9	protein_coding
CDH2	cadherin 2, type 1, N-cadherin (neuronal)	protein_coding
ACSS2	acyl-CoA synthetase short-chain family member 2	protein_coding
CDSN	corneodesmosin	protein_coding
GPR112	G protein-coupled receptor 112	protein_coding
TRIM15	tripartite motif containing 15	protein_coding
FRRS1	ferric-chelate reductase 1	protein_coding
CTSF	cathepsin F	protein_coding
PSORS1C2	psoriasis susceptibility 1 candidate 2	protein_coding
GTF3C3	general transcription factor IIIC, polypeptide 3, 102kDa	protein_coding
FAM199X	family with sequence similarity 199, X-linked	protein_coding
SYDE1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	protein_coding
SEPT1	septin 1	protein_coding
REN	renin	protein_coding
KIAA1009	KIAA1009	protein_coding
NEU1	sialidase 1 (lysosomal sialidase)	protein_coding
LST1	leukocyte specific transcript 1	protein_coding
EPDR1	ependymin related protein 1 (zebrafish)	protein_coding
AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	protein_coding
BTAF1	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)	protein_coding
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	protein_coding
DSC3	desmocollin 3	protein_coding
TCTE1	t-complex-associated-testis-expressed 1	protein_coding
TAT	tyrosine aminotransferase	protein_coding
DONSON	downstream neighbor of SON	protein_coding
TRIM26	tripartite motif containing 26	protein_coding
AARS2	alanyl-tRNA synthetase 2, mitochondrial (putative)	protein_coding
BIRC2	baculoviral IAP repeat containing 2	protein_coding
RP11-124L5.7		lincRNA
KRT75	keratin 75	protein_coding
RPL35A	ribosomal protein L35a	protein_coding
ILVBL	ilvB (bacterial acetolactate synthase)-like	protein_coding
OXSR1	oxidative-stress responsive 1	protein_coding
TXNDC3	thioredoxin domain containing 3 (spermatozoa)	protein_coding
TNPO1	transportin 1	protein_coding
MIR4461	microRNA 4461	pseudogene
SLC44A4	solute carrier family 44, member 4	protein_coding
MARVELD3	MARVEL domain containing 3	protein_coding
CCHCR1	coiled-coil alpha-helical rod protein 1	protein_coding
ESX1	ESX homeobox 1	protein_coding
SLC35A3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3	protein_coding
DSC2	desmocollin 2	protein_coding
LIN54	lin-54 homolog (C. elegans)	protein_coding
WDR86	WD repeat domain 86	protein_coding
CCT2	chaperonin containing TCP1, subunit 2 (beta)	protein_coding
FGD4	FYVE, RhoGEF and PH domain containing 4	protein_coding
KISS1	KiSS-1 metastasis-suppressor	protein_coding
GOLT1A	golgi transport 1A	protein_coding
ZMYND19	zinc finger, MYND-type containing 19	protein_coding
HIAT1	hippocampus abundant transcript 1	protein_coding
TRIM39	tripartite motif containing 39	protein_coding
TRIM39	tripartite motif containing 39	protein_coding
PVALB	parvalbumin	protein_coding
PLEKHA6	pleckstrin homology domain containing, family A member 6	protein_coding
DSC1	desmocollin 1	protein_coding
OMG	oligodendrocyte myelin glycoprotein	protein_coding
LMAN2L	lectin, mannose-binding 2-like	protein_coding
NCF4	neutrophil cytosolic factor 4, 40kDa	protein_coding
SASS6	spindle assembly 6 homolog (C. elegans)	protein_coding
GRB10	growth factor receptor-bound protein 10	protein_coding
CRYZL1	crystallin, zeta (quinone reductase)-like 1	protein_coding
NOTCH3	notch 3	protein_coding
IL1RAPL2	interleukin 1 receptor accessory protein-like 2	protein_coding
EVI2B	ecotropic viral integration site 2B	protein_coding
EHMT2	euchromatic histone-lysine N-methyltransferase 2	protein_coding
CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	protein_coding
PPP1R15B	protein phosphatase 1, regulatory subunit 15B	protein_coding
HLA-DPB2	major histocompatibility complex, class II, DP beta 2 (pseudogene)	pseudogene
FURIN	furin (paired basic amino acid cleaving enzyme)	protein_coding
CHAC2	ChaC, cation transport regulator homolog 2 (E. coli)	protein_coding
PIK3C2B	phosphoinositide-3-kinase, class 2, beta polypeptide	protein_coding
PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	protein_coding
ATAT1	alpha tubulin acetyltransferase 1	protein_coding
NEUROG3	neurogenin 3	protein_coding
CRYGN	crystallin, gamma N	protein_coding
C10orf35	chromosome 10 open reading frame 35	protein_coding
IGFALS	insulin-like growth factor binding protein, acid labile subunit	protein_coding
HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase	protein_coding
TST	thiosulfate sulfurtransferase (rhodanese)	protein_coding
COMMD5	COMM domain containing 5	protein_coding
TMEM123	transmembrane protein 123	protein_coding
RPP21	ribonuclease P/MRP 21kDa subunit	protein_coding
ELOVL6	ELOVL fatty acid elongase 6	protein_coding
DSG1	desmoglein 1	protein_coding
MPST	mercaptopyruvate sulfurtransferase	protein_coding
PIGH	phosphatidylinositol glycan anchor biosynthesis, class H	protein_coding
EVI2A	ecotropic viral integration site 2A	protein_coding
DSG4	desmoglein 4	protein_coding
EPHX3	epoxide hydrolase 3	protein_coding
KBTBD12	kelch repeat and BTB (POZ) domain containing 12	protein_coding
BRD4	bromodomain containing 4	protein_coding
ERLEC1	endoplasmic reticulum lectin 1	protein_coding
HLA-E	major histocompatibility complex, class I, E	protein_coding
LPAR1	lysophosphatidic acid receptor 1	protein_coding
DSG3	desmoglein 3	protein_coding
LMLN	leishmanolysin-like (metallopeptidase M8 family)	protein_coding
KCTD17	potassium channel tetramerisation domain containing 17	protein_coding
RHEB	Ras homolog enriched in brain	protein_coding
STK32A	serine/threonine kinase 32A	protein_coding
AKAP8	A kinase (PRKA) anchor protein 8	protein_coding
COL13A1	collagen, type XIII, alpha 1	protein_coding
C2	complement component 2	protein_coding
CTD-2536I1.1		lincRNA
ITSN1	intersectin 1 (SH3 domain protein)	protein_coding
CCDC87	coiled-coil domain containing 87	protein_coding
GSS	glutathione synthetase	protein_coding
BRS3	bombesin-like receptor 3	protein_coding
CCS	copper chaperone for superoxide dismutase	protein_coding
NEU1	sialidase 1 (lysosomal sialidase)	protein_coding
HAGH	hydroxyacylglutathione hydrolase	protein_coding
ARRDC1	arrestin domain containing 1	protein_coding
RP11-368I7.2		antisense
C2orf66	chromosome 2 open reading frame 66	protein_coding
MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	protein_coding
TMPRSS6	transmembrane protease, serine 6	protein_coding
PGAP1	post-GPI attachment to proteins 1	protein_coding
CTC-321K16.4		lincRNA
DAXX	death-domain associated protein	processed_transcript
SEC61A1	Sec61 alpha 1 subunit (S. cerevisiae)	protein_coding
LTV1	LTV1 homolog (S. cerevisiae)	protein_coding
C2	complement component 2	protein_coding
SMAD5-AS1	SMAD5 antisense RNA 1 (non-protein coding)	antisense
MYH7B	myosin, heavy chain 7B, cardiac muscle, beta	protein_coding
AFG3L1P	AFG3 ATPase family gene 3-like 1 (S. cerevisiae), pseudogene	pseudogene
RP11-398J10.1		lincRNA
CCNT1	cyclin T1	protein_coding
HTATSF1	HIV-1 Tat specific factor 1	protein_coding
RBM14	RNA binding motif protein 14	protein_coding
GNL1	guanine nucleotide binding protein-like 1	protein_coding
GAS1	growth arrest-specific 1	protein_coding
TEX13A	testis expressed 13A	protein_coding
ZNF771	zinc finger protein 771	protein_coding
FUCA1	fucosidase, alpha-L- 1, tissue	protein_coding
C9orf170	chromosome 9 open reading frame 170	protein_coding
SRPK2	SRSF protein kinase 2	protein_coding
FES	feline sarcoma oncogene	protein_coding
CNR2	cannabinoid receptor 2 (macrophage)	protein_coding
IL2RB	interleukin 2 receptor, beta	protein_coding
PRDM11	PR domain containing 11	protein_coding
GPR65	G protein-coupled receptor 65	protein_coding
PNRC2	proline-rich nuclear receptor coactivator 2	protein_coding
MMP20	matrix metallopeptidase 20	protein_coding
FAM157A	family with sequence similarity 157, member A	protein_coding
FAM157A	family with sequence similarity 157, member A	protein_coding
NCR3	natural cytotoxicity triggering receptor 3	protein_coding
C6orf57	chromosome 6 open reading frame 57	protein_coding
PRKAG2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	protein_coding
TRPC4AP	transient receptor potential cation channel, subfamily C, member 4 associated protein	protein_coding
TRIM27	tripartite motif containing 27	protein_coding
KCNK10	potassium channel, subfamily K, member 10	protein_coding
SRSF10	serine/arginine-rich splicing factor 10	protein_coding
NPY6R	neuropeptide Y receptor Y6 (pseudogene)	pseudogene
RP11-322M19.1		antisense
PLAGL1	pleiomorphic adenoma gene-like 1	protein_coding
AIF1	allograft inflammatory factor 1	protein_coding
ENPEP	glutamyl aminopeptidase (aminopeptidase A)	protein_coding
PAPPA2	pappalysin 2	protein_coding
C1QTNF6	C1q and tumor necrosis factor related protein 6	protein_coding
DAPK1	death-associated protein kinase 1	protein_coding
DCTPP1	dCTP pyrophosphatase 1	protein_coding
ZNF311	zinc finger protein 311	protein_coding
TCF19	transcription factor 19	protein_coding
GPR75	G protein-coupled receptor 75	protein_coding
SMAP1	small ArfGAP 1	protein_coding
OR2W1	olfactory receptor, family 2, subfamily W, member 1	protein_coding
SSTR3	somatostatin receptor 3	protein_coding
PSME4	proteasome (prosome, macropain) activator subunit 4	protein_coding
OR2B3	olfactory receptor, family 2, subfamily B, member 3	protein_coding
C6orf136	chromosome 6 open reading frame 136	protein_coding
OR2J3	olfactory receptor, family 2, subfamily J, member 3	protein_coding
ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)	protein_coding
RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	protein_coding
CFB	complement factor B	protein_coding
APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3	protein_coding
MRPL54	mitochondrial ribosomal protein L54	protein_coding
RAX2	retina and anterior neural fold homeobox 2	protein_coding
CPEB3	cytoplasmic polyadenylation element binding protein 3	protein_coding
MATK	megakaryocyte-associated tyrosine kinase	protein_coding
DDX60L	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60-like	protein_coding
EDEM2	ER degradation enhancer, mannosidase alpha-like 2	protein_coding
POU5F1	POU class 5 homeobox 1	protein_coding
ASTN1	astrotactin 1	protein_coding
ADCY6	adenylate cyclase 6	protein_coding
OR2K2	olfactory receptor, family 2, subfamily K, member 2	protein_coding
ANKRD44	ankyrin repeat domain 44	protein_coding
DSG2	desmoglein 2	protein_coding
KIAA0368	KIAA0368	protein_coding
MMP27	matrix metallopeptidase 27	protein_coding
TTR	transthyretin	protein_coding
NRK	Nik related kinase	protein_coding
RUVBL1	RuvB-like 1 (E. coli)	protein_coding
B4GALT6	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6	protein_coding
AC018682.6	Transmembrane protein ENSP00000343375	protein_coding
OR2J2	olfactory receptor, family 2, subfamily J, member 2	protein_coding
OR10C1	olfactory receptor, family 10, subfamily C, member 1	protein_coding
DPYSL3	dihydropyrimidinase-like 3	protein_coding
TMEM185B	transmembrane protein 185B	protein_coding
PRR3	proline rich 3	protein_coding
MCART2	mitochondrial carrier triple repeat 2	protein_coding
CYTH4	cytohesin 4	protein_coding
ZNF250	zinc finger protein 250	protein_coding
TBC1D30	TBC1 domain family, member 30	protein_coding
RALB	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)	protein_coding
TRAPPC8	trafficking protein particle complex 8	protein_coding
CLEC12B	C-type lectin domain family 12, member B	protein_coding
ZFR2	zinc finger RNA binding protein 2	protein_coding
MMP8	matrix metallopeptidase 8 (neutrophil collagenase)	protein_coding
OR11A1	olfactory receptor, family 11, subfamily A, member 1	protein_coding
GOLGA2	golgin A2	protein_coding
ATCAY	ataxia, cerebellar, Cayman type	protein_coding
OR2H1	olfactory receptor, family 2, subfamily H, member 1	protein_coding
SYT13	synaptotagmin XIII	protein_coding
PRRC2A	proline-rich coiled-coil 2A	protein_coding
ATP6V1E2	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E2	protein_coding
EGOT	eosinophil granule ontogeny transcript (non-protein coding)	non_coding
AP1G1	adaptor-related protein complex 1, gamma 1 subunit	protein_coding
AC018816.4		lincRNA
PITPNM2	phosphatidylinositol transfer protein, membrane-associated 2	protein_coding
